Line Number,Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level,Date Inserted,InsertSource,Data Version,Access Permission,Update Frequency,Aggregation Level,Data Accuracy
814,2009,Aug,CA,1270000,1148000,122000,0.096062992,Agriculture,Male,High school diploma,8/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
815,2009,Aug,CA,750000,675000,75000,0.1,Professional and Business S.,Female,High school diploma,8/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
816,2009,September,NY,11404000,10546000,858000,0.075236759,Energy,Male,Master's degree,9/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
817,2009,September,NY,10690300,9581500,1108800,0.103720195,Finance,Female,Bachelor's,9/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
818,2009,September,CA,12451600,11224400,1227200,0.098557615,Finance,Male,Master's degree,9/1/2009,Web,V2.3,Public,Monthly,,Highly Random
819,2009,September,CA,17678400,15576000,2102400,0.11892479,Hospitality,Female,Master's degree,9/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
820,2009,October,NY,13548700,11961900,1586800,0.117118248,Hospitality,Male,Associate's degree,10/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
821,2009,October,NY,10708100,9606300,1101800,0.102894071,Retail,Female,Bachelor's degree,10/1/2009,Web,V2.3,Public,Monthly,Country,
822,2009,October,CA,90000,82800,7200,0.08,Professional and Business S.,Male,High school diploma,10/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
823,2009,October,CA,82000,75960,6040,0.073658537,Energy,Female,Master's degree,10/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
824,2009,November,NY,13540400,11937500,1602900,0.118379073,Finance,Male,Bachelor's,11/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
825,2009,November,NY,4145000,3878000,267000,0.064414958,Finance,Female,High School,11/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
826,2009,November,CA,6971000,6524000,447000,0.064122794,Hospitality,Male,Master's degree,11/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
827,2009,November,CA,4162000,3909000,253000,0.060788083,Hospitality,Female,Master's degree,11/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
828,2009,December,NY,6998000,6555000,443000,0.063303801,Hospitality,Male,Associate's degree,12/1/2009,Web,V2.3,Public,Monthly,Country,
829,2009,December,NY,4168000,3914000,254000,0.060940499,Health Care,Female,Bachelor's degree,12/1/2009,Web,V2.3,Public,Monthly,,Highly Random
830,2009,December,CA,7019000,6590000,429000,0.061119818,Professional and Business S.,Male,High school diploma,12/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
831,2009,December,CA,4183000,3929000,254000,0.06072197,Energy,Female,Master's degree,12/1/2009,Web,V2.3,Public,Monthly,Country,Highly Random
832,2010,January,NY,7044000,6622000,422000,0.059909143,Finance,Male,High School,1/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
833,2010,January,NY,10694900,9516400,1178500,0.110192709,Finance,Female,College,1/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
834,2010,January,CA,4145000,3878000,267000,0.064414958,Hospitality,Male,Bachelor's degree,1/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
835,2010,January,CA,6971000,6524000,447000,0.064122794,Hospitality,Female,Bachelor's degree,1/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
836,2010,February,NY,4162000,3909000,253000,0.060788083,Finance,Male,Bachelor's,2/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
837,2010,February,NY,6998000,6555000,443000,0.063303801,Manufacturing,Female,High School,2/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
838,2010,February,CA,4168000,3914000,254000,0.060940499,Professional and Business S.,Male,Master's degree,2/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
839,2010,February,CA,7019000,6590000,429000,0.061119818,Energy,Female,Associate's degree,2/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
840,2010,March,NY,4183000,3929000,254000,0.06072197,Hospitality,Male,Bachelor's degree,3/1/2010,Web,V2.3,Public,Monthly,,Highly Random
841,2010,March,NY,7044000,6622000,422000,0.059909143,Hospitality,Female,High school diploma,3/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
842,2010,March,CA,90000,82800,7200,0.08,Professional and Business S.,Male,Master's degree,3/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
843,2010,March,CA,82000,75960,6040,0.073658537,Energy,Female,Master's degree,3/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
844,2010,April,NY,13565600,11925100,1640500,0.120930884,Health Care,Male,Associate's degree,4/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
845,2010,April,NY,12451600,11224400,1227200,0.098557615,Information Tech,Female,College,4/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
846,2010,April,CA,17678400,15576000,2102400,0.11892479,Professional and Business S.,Male,Master's degree,4/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
847,2010,April,CA,817000,754000,63000,0.077111383,Energy,Female,Associate's degree,4/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
848,2010,May,NY,407000,378000,29000,0.071253071,Hospitality,Male,High School,5/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
849,2010,May,NY,12225600,11006400,1219200,0.099725167,Hospitality,Female,Bachelor's,5/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
850,2010,May,CA,12451600,11224400,1227200,0.098557615,Professional and Business S.,Male,Bachelor's degree,5/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
851,2010,May,CA,17678400,15576000,2102400,0.11892479,Energy,Female,Bachelor's degree,5/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
852,2010,June,NY,16965100,14873700,2091400,0.123276609,Construction,Male,College,6/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
853,2010,June,NY,12314700,11076600,1238100,0.100538381,Health Care,Female,Master's,6/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
854,2010,June,CA,4145000,3878000,267000,0.064414958,Professional and Business S.,Male,Master's degree,6/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
855,2010,June,CA,6971000,6524000,447000,0.064122794,Energy,Female,Master's degree,6/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
856,2010,July,NY,4162000,3909000,253000,0.060788083,Hospitality,Male,Associate's degree,7/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
857,2010,July,NY,6998000,6555000,443000,0.063303801,Hospitality,Female,Bachelor's degree,7/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
858,2010,July,CA,4168000,3914000,254000,0.060940499,Professional and Business S.,Male,High school diploma,7/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
859,2010,July,CA,7019000,6590000,429000,0.061119818,Energy,Female,Master's degree,7/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
860,2010,August,NY,4183000,3929000,254000,0.06072197,Retail,Male,College,8/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
861,2010,August,NY,7044000,6622000,422000,0.059909143,Transportation,Female,High School,8/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
862,2010,August,CA,90000,82800,7200,0.08,Finance,Male,Master's degree,8/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
863,2010,August,CA,82000,75960,6040,0.073658537,Professional and Business S.,Female,Associate's degree,8/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
864,2010,September,NY,16896900,14746900,2150000,0.127242275,Energy,Male,Bachelor's,9/1/2010,Web,V2.3,Public,Monthly,Country,
865,2010,September,NY,12353600,11122700,1230900,0.099638972,Finance,Female,College,9/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
866,2010,September,CA,7019000,6590000,429000,0.061119818,Finance,Male,Master's degree,9/1/2010,Web,V2.3,Public,Monthly,,Highly Random
867,2010,September,CA,103000,94000,9000,0.087378641,Hospitality,Female,Associate's degree,9/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
868,2010,October,NY,16903900,14799100,2104800,0.124515644,Hospitality,Male,High School,10/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
869,2010,October,NY,4168000,3914000,254000,0.060940499,Health Care,Female,Bachelor's,10/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
870,2010,October,CA,7019000,6590000,429000,0.061119818,finance,Male,Master's degree,10/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
871,2010,October,CA,53800,45900,7900,0.146840149,Agriculture,Female,Associate's degree,10/1/2010,Web,V2.3,Public,Monthly,,Highly Random
872,2010,November,NY,16855300,14694100,2161200,0.128220797,Information Tech,Male,College,11/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
873,2010,November,NY,12281500,11052600,1228900,0.100061067,Manufacturing,Female,High School,11/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
874,2010,November,CA,90000,82800,7200,0.08,Technology,Male,Master's degree,11/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
875,2010,November,CA,82000,75960,6040,0.073658537,Retail,Female,Associate's degree,11/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
876,2010,December,NY,16794400,14597200,2197200,0.130829324,Technology,Male,Bachelor's,12/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
877,2010,December,NY,19450000,18250000,1200000,0.061696658,Retail,Female,Master's,12/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
878,2010,December,CA,17678400,15576000,2102400,0.11892479,Education,Male,Master's degree,12/1/2010,Web,V2.3,Public,Monthly,Country,Highly Random
879,2010,December,CA,15309600,13973800,1335800,0.087252443,Manufacturing,Female,Associate's degree,12/1/2010,Web,V2.3,Public,Monthly,,Highly Random
880,2011,January,NY,18315300,15935100,2380200,0.129956921,Technology,Male,College,1/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
881,2011,January,NY,12078700,10912500,1166200,0.096550125,Retail,Female,Bachelor's,1/1/2011,Web,V2.3,Public,Monthly,Country,
882,2011,January,CA,12451600,11224400,1227200,0.098557615,Professional and Business S.,Male,Bachelor's degree,1/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
883,2011,January,CA,17678400,15576000,2102400,0.11892479,Energy,Female,Bachelor's degree,1/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
884,2011,February,NY,18243100,15860200,2382900,0.130619248,Finance,Male,High School,2/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
885,2011,February,NY,12147500,10993700,1153800,0.094982507,Finance,Female,College,2/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
886,2011,February,CA,103000,94000,9000,0.087378641,Hospitality,Male,Master's degree,2/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
887,2011,February,CA,17678400,15576000,2102400,0.11892479,Hospitality,Female,Associate's degree,2/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
888,2011,March,NY,18289700,15912300,2377400,0.12998573,Information Tech,Male,Bachelor's,3/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
889,2011,March,NY,12137600,10925200,1212400,0.099887951,Construction,Female,High School,3/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
890,2011,March,CA,4168000,3914000,254000,0.060940499,Professional and Business S.,Male,Master's degree,3/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
891,2011,March,CA,7019000,6590000,429000,0.061119818,Energy,Female,Associate's degree,3/1/2011,Web,V2.3,Public,Monthly,Country,
892,2011,April,NY,18345600,15985300,2360300,0.128657553,Finance,Male,Bachelor's degree,4/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
893,2011,April,NY,12191700,10966800,1224900,0.100469992,Finance,Female,High school diploma,4/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
894,2011,April,CA,85000,74250,10750,0.126470588,Hospitality,Male,Master's degree,4/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
895,2011,April,CA,65400,62000,3400,0.051987768,Hospitality,Female,Associate's degree,4/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
896,2011,May,NY,18339800,16016000,2323800,0.126708034,Hospitality,Male,High School,5/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
897,2011,May,NY,12239400,11042600,1196800,0.097782571,Health Care,Female,College,5/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
898,2011,May,CA,17678400,15576000,2102400,0.11892479,Professional and Business S.,Male,Master's degree,5/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
899,2011,May,CA,68000,63000,5000,0.073529412,Energy,Female,Associate's degree,5/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
900,2011,June,NY,18332200,16024600,2307600,0.125876872,Finance,Male,Bachelor's,6/1/2011,Web,V2.3,Public,Monthly,,Highly Random
901,2011,June,NY,12240200,11047400,1192800,0.097449388,Finance,Female,High School,6/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
902,2011,June,CA,11898900,10512000,1386900,0.116556993,Hospitality,Male,Bachelor's degree,6/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
903,2011,June,CA,14813100,13418200,1394900,0.09416665,Hospitality,Female,Bachelor's degree,6/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
904,2011,July,NY,18276100,15994200,2281900,0.124857054,Finance,Male,College,7/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
905,2011,July,NY,12191900,11024500,1167400,0.095752098,Finance,Female,Bachelor's,7/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
906,2011,July,CA,230000,207000,23000,0.1,Professional and Business S.,Male,Master's degree,7/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
907,2011,July,CA,120000,108000,12000,0.1,Energy,Female,Associate's degree,7/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
908,2011,August,NY,18245600,15941800,2303800,0.126266059,Finance,Male,Bachelor's degree,8/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
909,2011,August,NY,12253300,11025900,1227400,0.100168934,Finance,Female,High school diploma,8/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
910,2011,August,CA,80000,68000,12000,0.15,Hospitality,Male,Master's degree,8/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
911,2011,August,CA,75000,68000,7000,0.093333333,Hospitality,Female,Associate's degree,8/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
912,2011,September,NY,16923400,14723600,2199800,0.1299857,Manufacturing,Male,High School,9/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
913,2011,September,NY,12354600,10936700,1417900,0.114766969,Finance,Female,College,9/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
914,2011,September,CA,5291,5022,269,0.050841051,Technology,Male,Master's degree,9/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
915,2011,September,CA,99800,89900,9900,0.099198397,Retail,Female,Associate's degree,9/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
916,2011,October,NY,16890400,14674200,2216200,0.131210629,Retail,Male,Bachelor's,10/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
917,2011,October,NY,12304400,10887300,1417100,0.115170183,Information,Female,Master's,10/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
918,2011,October,CA,9800000,9082500,717500,0.073214286,Professional and Business S.,Male,Master's degree,10/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
919,2011,October,CA,8700000,8047500,652500,0.075,Energy,Female,Associate's degree,10/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
920,2011,November,NY,16812100,14629500,2182600,0.129823163,Hospitality,Male,College,11/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
921,2011,November,NY,12264600,10837500,1427100,0.116359278,Hospitality,Female,High School,11/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
922,2011,November,CA,17678400,15576000,2102400,0.11892479,Professional and Business S.,Male,Master's degree,11/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
923,2011,November,CA,15309600,13973800,1335800,0.087252443,Energy,Female,Associate's degree,11/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
924,2011,December,NY,16785600,14596300,2189300,0.130427271,Finance,Male,Bachelor's degree,12/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
925,2011,December,NY,12230500,10796800,1433700,0.117223335,Health Care,Female,High school diploma,12/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
926,2011,December,CA,1270000,1148000,122000,0.096062992,Professional and Business S.,Male,Master's degree,12/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
927,2011,December,CA,750000,675000,75000,0.1,Energy,Female,Associate's degree,12/1/2011,Web,V2.3,Public,Monthly,Country,Highly Random
928,2012,January,NY,135000,121500,13500,0.1,Hospitality,Male,Master's,1/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
929,2012,January,NY,90000,81000,9000,0.1,Hospitality,Female,High School,1/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
930,2012,January,CA,103000,94000,9000,0.087378641,Professional and Business S.,Male,Master's degree,1/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
931,2012,January,CA,53800,45900,7900,0.146840149,Energy,Female,Associate's degree,1/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
932,2012,February,NY,17583700,15891000,1692700,0.096265291,Manufacturing,Male,High School,2/1/2012,Web,V2.3,Public,Monthly,Country,
933,2012,February,NY,12215300,11145700,1069600,0.087562319,Health Care,Female,College,2/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
934,2012,February,CA,90000,82800,7200,0.08,Finance,Male,Master's degree,2/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
935,2012,February,CA,65400,62000,3400,0.051987768,Professional and Business S.,Female,Associate's degree,2/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
936,2012,March,NY,17556700,15921400,1635300,0.093143928,Energy,Male,Associate's,3/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
937,2012,March,NY,12269100,11230300,1038800,0.084667987,Hospitality,Female,Bachelor's,3/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
938,2012,March,CA,15321000,14181000,1140000,0.074407676,Hospitality,Male,Master's degree,3/1/2012,Web,V2.3,Public,Monthly,,Highly Random
939,2012,March,CA,11404000,10546000,858000,0.075236759,Professional and Business S.,Female,Associate's degree,3/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
940,2012,April,NY,17561900,15921500,1640400,0.09340675,Energy,Male,Associate's degree,4/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
941,2012,April,NY,12280200,11237900,1042300,0.084876468,Finance,Female,Bachelor's degree,4/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
942,2012,April,CA,85000,74250,10750,0.126470588,Education,Male,High school diploma,4/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
943,2012,April,CA,103000,94000,9000,0.087378641,Manufacturing,Female,Master's degree,4/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
944,2012,May,NY,17616500,15959200,1657300,0.094076576,Technology,Male,Associate's degree,5/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
945,2012,May,NY,12359600,11300200,1059400,0.085714748,Retail,Female,Associate's,5/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
946,2012,May,CA,80000,68000,12000,0.15,Education,Male,Master's degree,5/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
947,2012,May,CA,75000,68000,7000,0.093333333,Manufacturing,Female,Associate's degree,5/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
948,2012,June,NY,17614200,15980600,1633600,0.092743355,Technology,Male,College,6/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
949,2012,June,NY,12355200,11331000,1024200,0.08289627,Retail,Female,High School,6/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
950,2012,June,CA,17678400,15576000,2102400,0.11892479,Technology,Male,Master's degree,6/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
951,2012,June,CA,15309600,13973800,1335800,0.087252443,Retail,Female,Associate's degree,6/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
952,2012,July,NY,17632500,16012900,1619600,0.091853112,Energy,Male,Bachelor's,7/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
953,2012,July,NY,12398700,11371300,1027400,0.082863526,Hospitality,Female,College,7/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
954,2012,July,CA,817000,754000,63000,0.077111383,Hospitality,Male,Master's degree,7/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
955,2012,July,CA,407000,378000,29000,0.071253071,Professional and Business S.,Female,Associate's degree,7/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
956,2012,August,NY,17667600,16033200,1634400,0.09250832,Energy,Male,Associate's degree,8/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
957,2012,August,NY,12416400,11392600,1023800,0.082455462,Information Tech,Female,Bachelor's degree,8/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
958,2012,August,CA,110000,101200,8800,0.08,Professional and Business S.,Male,Bachelor's degree,8/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
959,2012,August,CA,120000,112200,7800,0.065,Energy,Female,Bachelor's degree,8/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
960,2012,September,NY,135000,121500,13500,0.1,Hospitality,Male,Associate's degree,9/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
961,2012,September,NY,90000,81000,9000,0.1,Hospitality,Female,High School,9/1/2012,Web,V2.3,Public,Monthly,Country,
962,2012,September,CA,103000,94000,9000,0.087378641,Professional and Business S.,Male,Master's degree,9/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
963,2012,September,CA,82000,75960,6040,0.073658537,Energy,Female,Associate's degree,9/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
964,2012,October,NY,18173400,16205200,1968200,0.108301143,Retail,Male,College,10/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
965,2012,October,NY,12451600,11224400,1227200,0.098557615,Construction,Female,High School,10/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
966,2012,October,CA,17678400,15576000,2102400,0.11892479,Professional and Business S.,Male,Master's degree,10/1/2012,Web,V2.3,Public,Monthly,,Highly Random
967,2012,October,CA,85000,74250,10750,0.126470588,Energy,Female,Associate's degree,10/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
968,2012,November,NY,18174600,16220900,1953700,0.107496176,Hospitality,Male,Bachelor's,11/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
969,2012,November,NY,12459000,11233100,1225900,0.098394735,Hospitality,Female,College,11/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
970,2012,November,CA,90000,82800,7200,0.08,Professional and Business S.,Male,Master's degree,11/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
971,2012,November,CA,42800,34900,7900,0.184579439,Energy,Female,Associate's degree,11/1/2012,Web,V2.3,Public,Monthly,Country,
972,2012,December,NY,18190200,16255000,1935200,0.106386956,Manufacturing,Male,Bachelor's degree,12/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
973,2012,December,NY,12463900,11250400,1213500,0.097361179,Financial Services,Female,High school diploma,12/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
974,2012,December,CA,11898900,10512000,1386900,0.116556993,Professional and Business S.,Male,Master's degree,12/1/2012,Web,V2.3,Public,Monthly,Country,Highly Random
975,2012,December,CA,14813100,13418200,1394900,0.09416665,Energy,Female,Associate's degree,12/1/2012,Web,V2.3,Public,Monthly,Country,
976,2013,January,NY,15320800,13876000,1444800,0.09430317,Hospitality,Male,Associate's,1/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
977,2013,January,NY,12075900,10958400,1117500,0.092539686,Hospitality,Female,College,1/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
978,2013,January,CA,103000,94000,9000,0.087378641,Professional and Business S.,Male,Bachelor's degree,1/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
979,2013,January,CA,5291,5022,269,0.050841051,Energy,Female,Bachelor's degree,1/1/2013,Web,V2.3,Public,Monthly,Country,
980,2013,February,NY,15292400,13941200,1351200,0.088357616,Retail,Male,Master's,2/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
981,2013,February,NY,12031900,10963800,1068100,0.088772347,Education,Female,Bachelor's,2/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
982,2013,February,CA,18174600,16220900,1953700,0.107496176,Agriculture,Male,Master's degree,2/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
983,2013,February,CA,17678400,15576000,2102400,0.11892479,Agriculture,Female,Associate's degree,2/1/2013,Web,V2.3,Public,Monthly,Country,
984,2013,March,NY,15309600,13973800,1335800,0.087252443,Health Care,Male,High School,3/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
985,2013,March,NY,110000,101200,8800,0.08,Construction,Female,College,3/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
986,2013,March,CA,230000,207000,23000,0.1,Professional and Business S.,Male,Master's degree,3/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
987,2013,March,CA,120000,108000,12000,0.1,Energy,Female,Associate's degree,3/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
988,2013,April,NY,135000,121500,13500,0.1,Hospitality,Male,Associate's,4/1/2013,Web,V2.3,Public,Monthly,Country,
989,2013,April,NY,90000,81000,9000,0.1,Manufacturing,Female,Master's,4/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
990,2013,April,CA,103000,94000,9000,0.087378641,Professional and Business S.,Male,Master's degree,4/1/2013,Web,V2.3,Public,Monthly,Country,
991,2013,April,CA,68000,63000,5000,0.073529412,Energy,Female,Associate's degree,4/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
992,2013,May,NY,15415800,14085800,1330000,0.08627512,Hospitality,Male,High School,5/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
993,2013,May,NY,12172700,11188300,984400,0.080869487,Finance,Female,Bachelor's,5/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
994,2013,May,CA,103000,94000,9000,0.087378641,Professional and Business S.,Male,Master's degree,5/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
995,2013,May,CA,9800000,9082500,717500,0.073214286,Energy,Female,Associate's degree,5/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
996,2013,June,NY,8700000,8047500,652500,0.075,Hospitality,Male,Associate's,6/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
997,2013,June,NY,12246600,10980700,1265900,0.103367465,Hospitality,Female,High School,6/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
998,2013,June,CA,53800,45900,7900,0.146840149,Professional and Business S.,Male,Master's degree,6/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
999,2013,June,CA,18174600,16220900,1953700,0.107496176,Professional and Business S.,Female,Associate's degree,6/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1000,2013,July,NY,14509100,13021100,1488000,0.102556327,finance,Male,Associate's degree,7/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1001,2013,July,NY,12275300,11001400,1273900,0.103777504,Agriculture,Female,Bachelor's degree,7/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1002,2013,July,CA,99800,89900,9900,0.099198397,Hospitality,Male,High school diploma,7/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1003,2013,July,CA,103000,94000,9000,0.087378641,Professional and Business S.,Female,Master's degree,7/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1004,2013,August,NY,14529100,13042000,1487100,0.102353208,finance,Male,Associate's degree,8/1/2013,Web,V2.3,Public,Monthly,Country,
